img_name,redness_index,red_pixels_nb
2019_ISF_L_C_6.tif,345.11033852304513,72474
2019_ISF_L_C_7.tif,352.29191610710063,76613
2019_ISF_L_C_8.tif,218.28467132035206,49507
2019_ISF_L_C_9.tif,343.31971857412833,72234
2019_ISF_L_D_1.tif,141.35748245519716,32169
2019_ISF_L_D_10.tif,216.26838198925034,51209
2019_ISF_L_D_2.tif,160.82318470598887,37308
2019_ISF_L_D_3.tif,179.78229368307618,41356
2019_ISF_L_D_4.tif,319.370462156069,74000
2019_ISF_L_D_5.tif,132.3625879644803,31173
2019_ISF_L_D_6.tif,257.5673790307789,58195
2019_ISF_L_D_7.tif,391.40155354423337,88884
2019_ISF_L_D_8.tif,195.42566249401094,45652
2019_ISF_L_D_9.tif,269.0174175187768,63731
2019_ISF_S_A_1.tif,471.64864204552515,93514
2019_ISF_S_A_10.tif,365.6841080364655,76206
2019_ISF_S_A_2.tif,356.422405360871,74866
2019_ISF_S_A_3.tif,251.87211568294467,57603
2019_ISF_S_A_4.tif,310.12805484606776,65329
2019_ISF_S_A_5.tif,401.7084636688448,83991
2019_ISF_S_A_6.tif,310.2725653004634,61667
2019_ISF_S_A_7.tif,295.87527807841195,64112
2019_ISF_S_A_8.tif,299.7623899656984,64303
2019_ISF_S_A_9.tif,308.491213708509,62305
2019_ISF_S_B_1.tif,314.93397869525097,64478
2019_ISF_S_B_10.tif,282.68954415252983,60512
2019_ISF_S_B_2.tif,219.18292995047605,45322
2019_ISF_S_B_3.tif,459.19497919864193,94472
2019_ISF_S_B_4.tif,335.8240329864119,70954
2019_ISF_S_B_5.tif,415.10757686736736,84467
2019_ISF_S_B_6.tif,374.51251284747434,70964
2019_ISF_S_B_7.tif,288.408713887683,63990
2019_ISF_S_B_8.tif,419.2655307259688,85985
2019_ISF_S_B_9.tif,300.9433237856198,57986
2019_ISF_S_C_1.tif,214.52558877183023,44160
2019_ISF_S_C_10.tif,484.5160442386957,106174
2019_ISF_S_C_2.tif,393.30268422332034,77090
2019_ISF_S_C_3.tif,529.2356777015958,105384
2019_ISF_S_C_4.tif,223.12049585031775,43908
2019_ISF_S_C_5.tif,316.9797349543748,64824
2019_ISF_S_C_6.tif,157.59471286431963,35409
2019_ISF_S_C_7.tif,387.11537806598085,75053
2019_ISF_S_C_8.tif,379.6949227434483,77164
2019_ISF_S_C_9.tif,233.04532756565462,52229
2019_ISF_S_D_1.tif,387.0294187399915,77581
2019_ISF_S_D_10.tif,123.280194616833,29550
2019_ISF_S_D_2.tif,465.2893418842529,92852
2019_ISF_S_D_3.tif,333.5708020209447,64590
2019_ISF_S_D_4.tif,331.8428713633044,70628
2019_ISF_S_D_5.tif,434.2477038970278,86984
2019_ISF_S_D_6.tif,442.1872287560149,84315
2019_ISF_S_D_7.tif,123.01712426830525,28450
2019_ISF_S_D_8.tif,181.55593903166417,39466
2019_ISF_S_D_9.tif,28.602431182091674,6439
2019_K_G_A_1.tif,348.21030020908637,72210
2019_K_G_A_10.tif,349.8977444187103,75640
2019_K_G_A_2.tif,457.7454276085514,89564
2019_K_G_A_3.tif,438.0014198555091,88464
2019_K_G_A_4.tif,423.40875704649454,89294
2019_K_G_A_5.tif,304.96161692918474,65521
2019_K_G_A_6.tif,350.635213268604,79974
2019_K_G_A_7.tif,227.91674899138684,52042
2019_K_G_A_8.tif,458.50013171505196,90013
2019_K_G_A_9.tif,454.7205596535877,97834
2019_K_G_B_1.tif,398.2763433911741,93287
2019_K_G_B_10.tif,388.7995177504436,88121
2019_K_G_B_2.tif,471.53437808990753,97549
2019_K_G_B_3.tif,392.87726013124825,86456
2019_K_G_B_4.tif,479.54864753589266,100084
2019_K_G_B_5.tif,346.44628785750973,72829
2019_K_G_B_6.tif,450.0608305229064,96417
2019_K_G_B_7.tif,404.6860194454119,82647
2019_K_G_B_8.tif,451.4095975075762,92889
2019_K_G_B_9.tif,332.77427826122766,76277
2019_K_G_C_1.tif,388.7995177504436,88121
2019_K_G_C_10.tif,497.9288864200344,102767
2019_K_G_C_2.tif,242.49007839737294,53134
2019_K_G_C_3.tif,274.3614891998231,64050
2019_K_G_C_4.tif,448.0369994306526,95520
2019_K_G_C_5.tif,486.11771304535745,100377
2019_K_G_C_6.tif,538.0777552436011,116678
2019_K_G_C_7.tif,360.3390567438713,81605
2019_K_G_C_8.tif,380.36144894332904,80550
2019_K_G_C_9.tif,555.8675063459395,125866
2019_K_L_A1_1.tif,144.0738533965631,32346
2019_K_L_A1_10.tif,159.82538130158187,35101
2019_K_L_A1_2.tif,95.46461063002174,22199
2019_K_L_A1_3.tif,72.30129495576736,16408
2019_K_L_A1_4.tif,132.5946364482427,28767
2019_K_L_A1_5.tif,114.61551179730783,25235
2019_K_L_A1_6.tif,166.54035866202864,36436
2019_K_L_A1_7.tif,139.36963893677608,30164
2019_K_L_A1_8.tif,112.98617513831084,24947
2019_K_L_A1_9.tif,174.60922591574698,37964
2019_K_L_B_1.tif,171.22147374872853,39026
2019_K_L_B_10.tif,171.58384292088897,38161
2019_K_L_B_2.tif,199.6790540159537,45581
2019_K_L_B_3.tif,217.04620307612672,48539
2019_K_L_B_4.tif,164.36245627386305,37519
2019_K_L_B_5.tif,147.0868699028089,33149
2019_K_L_B_6.tif,166.17885990939345,38389
2019_K_L_B_7.tif,106.8743331938307,25456
2019_K_L_B_8.tif,105.24327511346085,24527
2019_K_L_B_9.tif,117.05037727633717,26106
2019_K_L_C_1.tif,108.62651875482817,24387
2019_K_L_C_10.tif,290.4964144623738,58498
2019_K_L_C_2.tif,152.7957038354502,34117
2019_K_L_C_3.tif,98.22324577807282,22183
2019_K_L_C_4.tif,124.88640455919186,28090
2019_K_L_C_5.tif,114.25805820287825,25863
2019_K_L_C_6.tif,87.10685824314339,19089
2019_K_L_C_7.tif,174.3027567460103,38049
2019_K_L_C_8.tif,116.2576074790027,26017
2019_K_L_C_9.tif,112.49896706849944,25532
2019_K_S_A1_1.tif,284.0544035746603,59458
2019_K_S_A1_10.tif,291.83852285803596,58499
2019_K_S_A1_2.tif,478.9007551118175,101722
2019_K_S_A1_3.tif,434.33222610786413,89821
2019_K_S_A1_4.tif,461.9771913316564,96311
2019_K_S_A1_5.tif,492.5731867158366,100911
2019_K_S_A1_6.tif,363.3515885140385,76354
2019_K_S_A1_7.tif,374.7419897866055,69670
2019_K_S_A1_8.tif,310.694523365831,64216
2019_K_S_A1_9.tif,344.05031600516344,69462
2019_K_S_B_1.tif,308.96575184863036,65651
2019_K_S_B_10.tif,449.038137497463,96609
2019_K_S_B_2.tif,285.6470640367324,61656
2019_K_S_B_3.tif,247.21915158394557,52711
2019_K_S_B_4.tif,372.67227853833333,77612
2019_K_S_B_5.tif,374.1957711497694,80156
2019_K_S_B_6.tif,623.0807661690255,132552
2019_K_S_B_7.tif,365.9272693497912,74556
2019_K_S_B_8.tif,392.2790197953871,82158
2019_K_S_B_9.tif,440.08575596056363,90167
2019_K_S_C_1.tif,349.66917621655244,71099
2019_K_S_C_10.tif,337.981899027333,70701
2019_K_S_C_2.tif,320.11658421172507,68483
2019_K_S_C_3.tif,509.11476607087985,105696
2019_K_S_C_4.tif,367.0512529298012,76011
2019_K_S_C_5.tif,737.4985264276687,156654
2019_K_S_C_6.tif,433.7526622328825,88975
2019_K_S_C_7.tif,319.93864083379265,66474
2019_K_S_C_8.tif,301.07551179113136,61021
2019_K_S_C_9.tif,473.3220170629023,97848
